Link,Title,Price,Brand,Specifications,Rating,Reviews
https://www.daraz.pk/products/original-vivo-y85-with-box-charger-dual-sim-approved-vivo-y85a-4gb-ram-mobile-snapdragon-mobile-i436809943-s2101413702.html?search=1,Original Vivo Y85 with Box & Charger - Dual Sim Approved - Vivo Y85a - 4GB RAM Mobile - Snapdragon Mobile,15999.0,No Brand,64GB,3.0,"[{'Name': 'Ali H.', 'Review': 'Mobile phone kamal ka. tha bilkul ok piece tha.'}, {'Name': 'farhat B.', 'Review': 'Baki Mobil tu thk ha but battery timing thori fast ha baki best ha thanks draz seller'}, {'Name': 'Hamza K.', 'Review': 'bhot hi acha ha atna price ma acha hi atya ha'}]"
https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1,Samsung Galaxy A54 8GB+256GB,128999.0,Samsung,256GB,4.6,"[{'Name': 'M***.', 'Review': 'Recommended seller 💯 fast shipping, pin packed.This phone has been warranty active 6 weeks ago on manufacture date by Samsung. Phone is original and has not been repacked. The warranty is 24 months and will expire september 2025.So hurry up before your favorite color is sold out.'}, {'Name': '3***2', 'Review': ""In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star""}, {'Name': 'faizan R.', 'Review': '#RWC2. Genuine product with quick delivery.'}]"
https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1,Samsung Galaxy A14 4GB+128GB,51999.0,Samsung,128GB,4.7,"[{'Name': 'habib H.', 'Review': 'mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na'}, {'Name': 'Mrs A.', 'Review': 'Nice Cell phone delivered safely but 1 thing is shameful that no adopter with mobile at this heavy price.. only data cable found in the box .. Great services by daraz'}, {'Name': 'UMER', 'Review': 'Thanks a lot Daraz for their phenomenal service and a great discount of 5000 the device is very reasonablekeeping the current situation of the inflation I would highly recommend this over all other Chinese brands the look and feel of the device is awesome same like the flagship series of samsung and performance is also acceptable overall the only drawback being the charger not included with the device, which adds another couple of thousand to the already inflated price But still I like the phone thanks again daraz for providing the great experience and service Thanks a lot Daraz 😊❣️💥'}]"
https://www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,25999.0,No Brand,64GB,4.7,"[{'Name': '3***0', 'Review': 'Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya'}, {'Name': '3***1', 'Review': 'Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.'}, {'Name': 'Muhammad M.', 'Review': 'so reasonable so beautiful just like a woo ❤️😊😂 thanks daraz and thnks seller 👍'}]"
https://www.daraz.pk/products/23-8gb-8gb-256gb-5000mah-i438924368-s2124853901.html?search=1,VGOTEL Note 23 || 8GB+8GB RAM 256GB ROM || 5000mAh Battery,32999.0,No Brand,256GB,,
https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916870.html?search=1,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,16999.0,No Brand,64GB,5.0,"[{'Name': 'Rizwan A.', 'Review': 'befor 11.11 Sale Excellent Masha Allah and Jazak Allah for seller Allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan-24 se Dec-23 ki Warenty hai Thank You Seller & Daraz jitni Tareef ki jai kam hai 100% Geniun & Recomended'}, {'Name': 'M H.', 'Review': 'excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia A One rha i love daraz tanx seller also hamara itemaad bnanay k liay👩\u200d🎓'}, {'Name': 'Zahid A.', 'Review': 'great it as shown it was my 6th order good experience highly recommanded daraz ...A weekness delivery is too slow..... thanks Daraz and seller...mob have no privacy system very bad'}]"
https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999.0,No Brand,128GB,4.9,"[{'Name': 'Amjid H.', 'Review': ""well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks""}, {'Name': 'Usman A.', 'Review': 'mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚'}, {'Name': '0***8', 'Review': 'Great seller, Awesome, thank you so much.recommended seller'}]"
https://www.daraz.pk/products/oppo-a57-52-hd-display-4gb-ram-64gb-rom-dual-sim-pta-approved-phone-and-box-only-charger-accessories-not-included-mix-color-i436688385-s2098284266.html?search=1,"Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)",13999.0,No Brand,,3.3,"[{'Name': '3***1', 'Review': ""it's really was a good experience , mobile phone has a brand new look, it's performance in future will prove it's ultimate quality and cost effectiveness""}, {'Name': 'Umer F.', 'Review': 'The phone is damaged and is not working . Has been a week that I ordered a return request but haven’t received any rider who can pick up the defected piece'}, {'Name': '*******847', 'Review': 'پلیز سر اپنا چیز واپس لے جاو نہیں چاے ہم'}]"
https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999.0,No Brand,128GB,4.7,"[{'Name': '3***5', 'Review': 'i loved the phone, its orignal n sealed brand new phone. Thank you seller.'}, {'Name': 'M***.', 'Review': '#11.11 excellent quality'}, {'Name': 'Hassan A.', 'Review': 'mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai'}]"
https://www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing",49999.0,No Brand,128GB,5.0,"[{'Name': 'Mohsin B.', 'Review': 'Securely packed and delivered. Exactly as described and ordered. There was no Tech Sirat Warranty card in the box. So I have reservations there. Apart from the warranty card All is Well.'}, {'Name': 'Majid R.', 'Review': 'Very good product and delivered on time. so far this year it is the best phone in 50K'}, {'Name': 'arshad I.', 'Review': 'Received same as advertised with color'}]"
